name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,sandboxEffect,sandboxParameters,prodEffect,prodParameters
efef28d0-3226-966a-a1e8-70e89c1b30bc,,BuiltIn,Regulatory Compliance,Retain security policies and procedures,CMA_0454 - Retain security policies and procedures,NIST_SP_800-53_R5_AU-11,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
7c7032fe-9ce6-9092-5890-87a1a3755db1,,BuiltIn,Regulatory Compliance,Retain terminated user data,CMA_0455 - Retain terminated user data,"NIST_SP_800-53_R5_AU-11,NIST_SP_800-53_R5_PS-4",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
3153d9c0-2584-14d3-362d-578b01358aeb,,BuiltIn,Regulatory Compliance,Retain training records,CMA_0456 - Retain training records,NIST_SP_800-53_R5_AT-4,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
20762f1e-85fb-31b0-a600-e833633f10fe,,BuiltIn,Regulatory Compliance,Reveal error messages,CMA_C1725 - Reveal error messages,NIST_SP_800-53_R5_SI-11,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
03d550b4-34ee-03f4-515f-f2e2faf7a413,,BuiltIn,Regulatory Compliance,Review access control policies and procedures,CMA_0457 - Review access control policies and procedures,NIST_SP_800-53_R5_AC-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
a830fe9e-08c9-a4fb-420c-6f6bf1702395,,BuiltIn,Regulatory Compliance,Review account provisioning logs,CMA_0460 - Review account provisioning logs,"NIST_SP_800-53_R5_AC-2,NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
f27a298f-9443-014a-0d40-fef12adf0259,,BuiltIn,Regulatory Compliance,Review administrator assignments weekly,CMA_0461 - Review administrator assignments weekly,"NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
585af6e9-90c0-4575-67a7-2f9548972e32,,BuiltIn,Regulatory Compliance,Review and reevaluate privileges,CMA_C1207 - Review and reevaluate privileges,NIST_SP_800-53_R5_CM-5(5),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
6c0a312f-04c5-5c97-36a5-e56763a02b6b,,BuiltIn,Regulatory Compliance,Review and sign revised rules of behavior,CMA_0465 - Review and sign revised rules of behavior,NIST_SP_800-53_R5_PL-4,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
eb8a8df9-521f-3ccd-7e2c-3d1fcc812340,,BuiltIn,Regulatory Compliance,Review and update configuration management policies and procedures,CMA_C1175 - Review and update configuration management policies and procedures,NIST_SP_800-53_R5_CM-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
e9c60c37-65b0-2d72-6c3c-af66036203ae,,BuiltIn,Regulatory Compliance,Review and update contingency planning policies and procedures,CMA_C1243 - Review and update contingency planning policies and procedures,NIST_SP_800-53_R5_CP-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
29acfac0-4bb4-121b-8283-8943198b1549,,BuiltIn,Regulatory Compliance,Review and update identification and authentication policies and procedures,CMA_C1299 - Review and update identification and authentication policies and procedures,NIST_SP_800-53_R5_IA-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
b28c8687-4bbd-8614-0b96-cdffa1ac6d9c,,BuiltIn,Regulatory Compliance,Review and update incident response policies and procedures,CMA_C1352 - Review and update incident response policies and procedures,NIST_SP_800-53_R5_IR-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
6bededc0-2985-54d5-4158-eb8bad8070a0,,BuiltIn,Regulatory Compliance,Review and update information integrity policies and procedures,CMA_C1667 - Review and update information integrity policies and procedures,NIST_SP_800-53_R5_SI-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
b4e19d22-8c0e-7cad-3219-c84c62dc250f,,BuiltIn,Regulatory Compliance,Review and update media protection policies and procedures,CMA_C1427 - Review and update media protection policies and procedures,NIST_SP_800-53_R5_MP-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
e5c5fc78-4aa5-3d6b-81bc-5fcc88b318e9,,BuiltIn,Regulatory Compliance,Review and update personnel security policies and procedures,CMA_C1507 - Review and update personnel security policies and procedures,NIST_SP_800-53_R5_PS-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
91cf132e-0c9f-37a8-a523-dc6a92cd2fb2,,BuiltIn,Regulatory Compliance,Review and update physical and environmental policies and procedures,CMA_C1446 - Review and update physical and environmental policies and procedures,NIST_SP_800-53_R5_PE-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
28aa060e-25c7-6121-05d8-a846f11433df,,BuiltIn,Regulatory Compliance,Review and update planning policies and procedures,CMA_C1491 - Review and update planning policies and procedures,NIST_SP_800-53_R5_PL-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
20012034-96f0-85c2-4a86-1ae1eb457802,,BuiltIn,Regulatory Compliance,Review and update risk assessment policies and procedures,CMA_C1537 - Review and update risk assessment policies and procedures,NIST_SP_800-53_R5_RA-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
adf517f3-6dcd-3546-9928-34777d0c277e,,BuiltIn,Regulatory Compliance,Review and update system and communications protection policies and procedures,CMA_C1616 - Review and update system and communications protection policies and procedures,NIST_SP_800-53_R5_SC-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
f49925aa-9b11-76ae-10e2-6e973cc60f37,,BuiltIn,Regulatory Compliance,Review and update system and services acquisition policies and procedures,CMA_C1560 - Review and update system and services acquisition policies and procedures,NIST_SP_800-53_R5_SA-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
2067b904-9552-3259-0cdd-84468e284b7c,,BuiltIn,Regulatory Compliance,Review and update system maintenance policies and procedures,CMA_C1395 - Review and update system maintenance policies and procedures,NIST_SP_800-53_R5_MA-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ced291b8-1d3d-7e27-40cf-829e9dd523c8,,BuiltIn,Regulatory Compliance,Review and update the information security architecture,CMA_C1504 - Review and update the information security architecture,NIST_SP_800-53_R5_PL-8,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
6625638f-3ba1-7404-5983-0ea33d719d34,,BuiltIn,Regulatory Compliance,Review audit data,CMA_0466 - Review audit data,"NIST_SP_800-53_R5_AU-12,NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
8aec4343-9153-9641-172c-defb201f56b3,,BuiltIn,Regulatory Compliance,Review cloud identity report overview,CMA_0468 - Review cloud identity report overview,"NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ffea18d9-13de-6505-37f3-4c1f88070ad7,,BuiltIn,Regulatory Compliance,Review cloud service provider's compliance with policies and agreements,CMA_0469 - Review cloud service provider's compliance with policies and agreements,NIST_SP_800-53_R5_SA-9,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
9e3c505e-7aeb-2096-3417-b132242731fc,,BuiltIn,Regulatory Compliance,Review content prior to posting publicly accessible information,CMA_C1085 - Review content prior to posting publicly accessible information,NIST_SP_800-53_R5_AC-22,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
53fc1282-0ee3-2764-1319-e20143bb0ea5,,BuiltIn,Regulatory Compliance,Review contingency plan,CMA_C1247 - Review contingency plan,NIST_SP_800-53_R5_CP-2,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
f48b60c6-4b37-332f-7288-b6ea50d300eb,,BuiltIn,Regulatory Compliance,Review controlled folder access events,CMA_0471 - Review controlled folder access events,"NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
1e876c5c-0f2a-8eb6-69f7-5f91e7918ed6,,BuiltIn,Regulatory Compliance,"Review development process, standards and tools","CMA_C1610 - Review development process, standards and tools",NIST_SP_800-53_R5_SA-15,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
a30bd8e9-7064-312a-0e1f-e1b485d59f6e,,BuiltIn,Regulatory Compliance,Review exploit protection events,CMA_0472 - Review exploit protection events,NIST_SP_800-53_R5_RA-5(8),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ef718fe4-7ceb-9ddf-3198-0ee8f6fe9cba,,BuiltIn,Regulatory Compliance,Review file and folder activity,CMA_0473 - Review file and folder activity,"NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
e23444b9-9662-40f3-289e-6d25c02b48fa,,BuiltIn,Regulatory Compliance,Review label activity and analytics,CMA_0474 - Review label activity and analytics,"NIST_SP_800-53_R5_RA-2,NIST_SP_800-53_R5_SI-12",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
4a6f5cbd-6c6b-006f-2bb1-091af1441bce,,BuiltIn,Regulatory Compliance,Review malware detections report weekly,CMA_0475 - Review malware detections report weekly,NIST_SP_800-53_R5_SI-3,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
b5244f81-6cab-3188-2412-179162294996,,BuiltIn,Regulatory Compliance,Review publicly accessible content for nonpublic information,CMA_C1086 - Review publicly accessible content for nonpublic information,NIST_SP_800-53_R5_AC-22,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
70fe686f-1f91-7dab-11bf-bca4201e183b,,BuiltIn,Regulatory Compliance,Review role group changes weekly,CMA_0476 - Review role group changes weekly,"NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(1),NIST_SP_800-53_R5_RA-5(8)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
a4493012-908c-5f48-a468-1e243be884ce,,BuiltIn,Regulatory Compliance,Review security assessment and authorization policies and procedures,CMA_C1143 - Review security assessment and authorization policies and procedures,NIST_SP_800-53_R5_CA-1,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
5d3abfea-a130-1208-29c0-e57de80aa6b0,,BuiltIn,Regulatory Compliance,Review the results of contingency plan testing,CMA_C1262 - Review the results of contingency plan testing,NIST_SP_800-53_R5_CP-4,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
fad161f5-5261-401a-22dd-e037bae011bd,,BuiltIn,Regulatory Compliance,Review threat protection status weekly,CMA_0479 - Review threat protection status weekly,NIST_SP_800-53_R5_SI-3,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
79f081c7-1634-01a1-708e-376197999289,,BuiltIn,Regulatory Compliance,Review user accounts,CMA_0480 - Review user accounts,NIST_SP_800-53_R5_AC-2,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
eb1c944e-0e94-647b-9b7e-fdb8d2af0838,,BuiltIn,Regulatory Compliance,Review user groups and applications with access to sensitive data,CMA_0481 - Review user groups and applications with access to sensitive data,NIST_SP_800-53_R5_AC-3,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
f96d2186-79df-262d-3f76-f371e3b71798,,BuiltIn,Regulatory Compliance,Review user privileges,CMA_C1039 - Review user privileges,NIST_SP_800-53_R5_AC-6(7),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
32f22cfa-770b-057c-965b-450898425519,,BuiltIn,Regulatory Compliance,Revoke privileged roles as appropriate,CMA_0483 - Revoke privileged roles as appropriate,"NIST_SP_800-53_R5_AC-2(3),NIST_SP_800-53_R5_AC-2(7),NIST_SP_800-53_R5_AC-6(9)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
d91558ce-5a5c-551b-8fbb-83f793255e09,,BuiltIn,Regulatory Compliance,Route traffic through authenticated proxy network,CMA_C1633 - Route traffic through authenticated proxy network,NIST_SP_800-53_R5_SC-7(8),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
bab9ef1d-a16d-421a-822d-3fa94e808156,,BuiltIn,Regulatory Compliance,Route traffic through managed network access points,CMA_0484 - Route traffic through managed network access points,"NIST_SP_800-53_R5_AC-17(3),NIST_SP_800-53_R5_SI-4(4)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
a8f9c283-9a66-3eb3-9e10-bdba95b85884,,BuiltIn,Regulatory Compliance,Run simulation attacks,CMA_0486 - Run simulation attacks,"NIST_SP_800-53_R5_IR-3,NIST_SP_800-53_R5_IR-3(2),NIST_SP_800-53_R5_PE-13(1)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
70057208-70cc-7b31-3c3a-121af6bc1966,,BuiltIn,Regulatory Compliance,Secure commitment from leadership,CMA_0489 - Secure commitment from leadership,"NIST_SP_800-53_R5_SA-2,NIST_SP_800-53_R5_SC-6",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ff1efad2-6b09-54cc-01bf-d386c4d558a8,,BuiltIn,Regulatory Compliance,Secure the interface to external systems,CMA_0491 - Secure the interface to external systems,NIST_SP_800-53_R5_SC-7(4),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
f78fc35e-1268-0bca-a798-afcba9d2330a,,BuiltIn,Regulatory Compliance,Select additional testing for security control assessments,CMA_C1149 - Select additional testing for security control assessments,NIST_SP_800-53_R5_CA-2(2),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
60ee1260-97f0-61bb-8155-5d8b75743655,,BuiltIn,Regulatory Compliance,Separate duties of individuals,CMA_0492 - Separate duties of individuals,NIST_SP_800-53_R5_AC-5,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
8a703eb5-4e53-701b-67e4-05ba2f7930c8,,BuiltIn,Regulatory Compliance,Separate user and information system management functionality,CMA_0493 - Separate user and information system management functionality,NIST_SP_800-53_R5_SC-2,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
fc26e2fd-3149-74b4-5988-d64bb90f8ef7,,BuiltIn,Regulatory Compliance,Separately store backup information,CMA_C1293 - Separately store backup information,"EU_2555_(NIS2)_2022_9,NIST_SP_800-53_R5_CP-9(3)","NIST-800-53: Manual (Policy Default),NIS2-EU-2022: Manual (default: effect-fc26e2fd-3149-74b4-5988-d64bb90f8ef7)","parameter: Manual,Disabled",Manual,,Manual,
af38215f-70c4-0cd6-40c2-c52d86690a45,,BuiltIn,Regulatory Compliance,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"NIST_SP_800-53_R5_CM-8(3),NIST_SP_800-53_R5_SI-4(5)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
3eecf628-a1c8-1b48-1b5c-7ca781e97970,,BuiltIn,Regulatory Compliance,Specify permitted actions associated with customer audit information,CMA_C1122 - Specify permitted actions associated with customer audit information,NIST_SP_800-53_R5_AU-6(7),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
1d39b5d9-0392-8954-8359-575ce1957d1a,,BuiltIn,Regulatory Compliance,Support personal verification credentials issued by legal authorities,CMA_0507 - Support personal verification credentials issued by legal authorities,"NIST_SP_800-53_R5_IA-2,NIST_SP_800-53_R5_IA-2(12)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
d25cbded-121e-0ed6-1857-dc698c9095b1,,BuiltIn,Regulatory Compliance,Take action in response to customer information,CMA_C1554 - Take action in response to customer information,NIST_SP_800-53_R5_RA-5(4),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
4502e506-5f35-0df4-684f-b326e3cc7093,,BuiltIn,Regulatory Compliance,Terminate user session automatically,CMA_C1054 - Terminate user session automatically,NIST_SP_800-53_R5_AC-12,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ba99d512-3baa-1c38-8b0b-ae16bbd34274,,BuiltIn,Regulatory Compliance,Test contingency plan at an alternate processing location,CMA_C1265 - Test contingency plan at an alternate processing location,NIST_SP_800-53_R5_CP-4(2),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
58a51cde-008b-1a5d-61b5-d95849770677,,BuiltIn,Regulatory Compliance,Test the business continuity and disaster recovery plan,CMA_0509 - Test the business continuity and disaster recovery plan,NIST_SP_800-53_R5_CP-4,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
77cc89bb-774f-48d7-8a84-fb8c322c3000,,BuiltIn,Regulatory Compliance,Track software license usage,CMA_C1235 - Track software license usage,NIST_SP_800-53_R5_CM-10,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
97f0d974-1486-01e2-2088-b888f46c0589,,BuiltIn,Regulatory Compliance,Train personnel on disclosure of nonpublic information,CMA_C1084 - Train personnel on disclosure of nonpublic information,NIST_SP_800-53_R5_AC-22,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
7bdb79ea-16b8-453e-4ca4-ad5b16012414,,BuiltIn,Regulatory Compliance,Transfer backup information to an alternate storage site,CMA_C1294 - Transfer backup information to an alternate storage site,"EU_2555_(NIS2)_2022_9,NIST_SP_800-53_R5_CP-9(5)","NIST-800-53: Manual (Policy Default),NIS2-EU-2022: Manual (default: effect-7bdb79ea-16b8-453e-4ca4-ad5b16012414)","parameter: Manual,Disabled",Manual,,Manual,
5fc24b95-53f7-0ed1-2330-701b539b97fe,,BuiltIn,Regulatory Compliance,Turn on sensors for endpoint security solution,CMA_0514 - Turn on sensors for endpoint security solution,"NIST_SP_800-53_R5_CA-7,NIST_SP_800-53_R5_SI-4(2)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
9b55929b-0101-47c0-a16e-d6ac5c7d21f8,,BuiltIn,Regulatory Compliance,Undergo independent security review,CMA_0515 - Undergo independent security review,"NIST_SP_800-53_R5_CA-7,NIST_SP_800-53_R5_SA-9",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ea9d7c95-2f10-8a4d-61d8-7469bd2e8d65,,BuiltIn,Regulatory Compliance,Update antivirus definitions,CMA_0517 - Update antivirus definitions,NIST_SP_800-53_R5_SI-3,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
14a4fd0a-9100-1e12-1362-792014a28155,,BuiltIn,Regulatory Compliance,Update contingency plan,CMA_C1248 - Update contingency plan,NIST_SP_800-53_R5_CP-2,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
5226dee6-3420-711b-4709-8e675ebd828f,,BuiltIn,Regulatory Compliance,Update information security policies,CMA_0518 - Update information security policies,"NIST_SP_800-53_R5_AT-1,NIST_SP_800-53_R5_AU-1,NIST_SP_800-53_R5_PL-4",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
d48a6f19-a284-6fc6-0623-3367a74d3f50,,BuiltIn,Regulatory Compliance,Update interconnection security agreements,CMA_0519 - Update interconnection security agreements,NIST_SP_800-53_R5_CA-3,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
e21f91d1-2803-0282-5f2d-26ebc4b170ef,,BuiltIn,Regulatory Compliance,Update organizational access agreements,CMA_0520 - Update organizational access agreements,NIST_SP_800-53_R5_PS-6,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
cc057769-01d9-95ad-a36f-1e62a7f9540b,,BuiltIn,Regulatory Compliance,Update POA&M items,CMA_C1157 - Update POA&M items,NIST_SP_800-53_R5_CA-5,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
6610f662-37e9-2f71-65be-502bdc2f554d,,BuiltIn,Regulatory Compliance,Update rules of behavior and access agreements,CMA_0521 - Update rules of behavior and access agreements,NIST_SP_800-53_R5_PL-4,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
7ad83b58-2042-085d-08f0-13e946f26f89,,BuiltIn,Regulatory Compliance,Update rules of behavior and access agreements every 3 years,CMA_0522 - Update rules of behavior and access agreements every 3 years,NIST_SP_800-53_R5_PL-4,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
449ebb52-945b-36e5-3446-af6f33770f8f,,BuiltIn,Regulatory Compliance,Update the security authorization,CMA_C1160 - Update the security authorization,NIST_SP_800-53_R5_CA-6,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
b8689b2e-4308-a58b-a0b4-6f3343a000df,,BuiltIn,Regulatory Compliance,Use automated mechanisms for security alerts,CMA_C1707 - Use automated mechanisms for security alerts,NIST_SP_800-53_R5_SI-5(1),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
b8972f60-8d77-1cb8-686f-9c9f4cdd8a59,,BuiltIn,Regulatory Compliance,Use dedicated machines for administrative tasks,CMA_0527 - Use dedicated machines for administrative tasks,NIST_SP_800-53_R5_SC-2,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
e714b481-8fac-64a2-14a9-6f079b2501a4,,BuiltIn,Regulatory Compliance,Use privileged identity management,CMA_0533 - Use privileged identity management,"NIST_SP_800-53_R5_AC-2(7),NIST_SP_800-53_R5_AC-6(9)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
1ee4c7eb-480a-0007-77ff-4ba370776266,,BuiltIn,Regulatory Compliance,Use system clocks for audit records,CMA_0535 - Use system clocks for audit records,NIST_SP_800-53_R5_AU-8,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
72889284-15d2-90b2-4b39-a1e9541e1152,,BuiltIn,Regulatory Compliance,Verify identity before distributing authenticators,CMA_0538 - Verify identity before distributing authenticators,"NIST_SP_800-53_R5_IA-5,NIST_SP_800-53_R5_IA-5(2)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
dc7ec756-221c-33c8-0afe-c48e10e42321,,BuiltIn,Regulatory Compliance,Verify security controls for external information systems,CMA_0541 - Verify security controls for external information systems,NIST_SP_800-53_R5_AC-20(1),NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
ece8bb17-4080-5127-915f-dc7267ee8549,,BuiltIn,Regulatory Compliance,Verify security functions,CMA_C1708 - Verify security functions,NIST_SP_800-53_R5_SI-6,NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
db28735f-518f-870e-15b4-49623cbe3aa0,,BuiltIn,Regulatory Compliance,"Verify software, firmware and information integrity","CMA_0542 - Verify software, firmware and information integrity","NIST_SP_800-53_R5_SA-10(1),NIST_SP_800-53_R5_SC-21,NIST_SP_800-53_R5_SI-7,NIST_SP_800-53_R5_SI-7(1)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
0123edae-3567-a05a-9b05-b53ebe9d3e7e,,BuiltIn,Regulatory Compliance,View and configure system diagnostic data,CMA_0544 - View and configure system diagnostic data,"NIST_SP_800-53_R5_CM-6(1),NIST_SP_800-53_R5_SI-7(1)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
98145a9b-428a-7e81-9d14-ebb154a24f93,,BuiltIn,Regulatory Compliance,View and investigate restricted users,CMA_0545 - View and investigate restricted users,"NIST_SP_800-53_R5_IR-4,NIST_SP_800-53_R5_IR-7(1)",NIST-800-53: Manual (Policy Default),"override: Manual,Disabled",Manual,,Manual,
a049bf77-880b-470f-ba6d-9f21c530cf83,,BuiltIn,Search,Azure AI Search service should use a SKU that supports private link,"With supported SKUs of Azure AI Search, Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Search service, data leakage risks are reduced. Learn more at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.","Azure_Security_Benchmark_v3.0_NS-2,NIST_SP_800-53_R5_AC-17,NIST_SP_800-53_R5_AC-17(1),NIST_SP_800-53_R5_AC-4,NIST_SP_800-53_R5_SC-7,NIST_SP_800-53_R5_SC-7(3)","MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-a049bf77-880b-470f-ba6d-9f21c530cf83)","parameter: Deny,Audit,Disabled",Audit,,Audit,
ee980b6d-0eca-4501-8d54-f6290fd512c3,,BuiltIn,Search,Azure AI Search services should disable public network access,Disabling public network access improves security by ensuring that your Azure AI Search service is not exposed on the public internet. Creating private endpoints can limit exposure of your Search service. Learn more at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.,"Azure_Security_Benchmark_v3.0_NS-2,NIST_SP_800-53_R5_AC-4,NIST_SP_800-53_R5_SC-7,NIST_SP_800-53_R5_SC-7(3)","MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-ee980b6d-0eca-4501-8d54-f6290fd512c3)","parameter: Deny,Audit,Disabled",Audit,,Audit,
b4330a05-a843-4bc8-bf9a-cacce50c67f4,,BuiltIn,Search,Resource logs in Search services should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"Azure_Security_Benchmark_v3.0_LT-3,NIST_SP_800-53_R5_AU-12,NIST_SP_800-53_R5_AU-12(1),NIST_SP_800-53_R5_AU-6(4),NIST_SP_800-53_R5_AU-6(5)","MCSB: AuditIfNotExists (default: diagnosticsLogsInSearchServiceMonitoringEffect),MCSB-V2: AuditIfNotExists (Policy Default),NIST-800-53: AuditIfNotExists (Policy Default)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInSearchServiceRetentionDays"":""1""}"
